sample	chromosome	start	end	segVal
OK019	8	142500001	143700000	3
OK019	8	143700001	146200000	3
OK019	9	200001	2.1e+07	1
OK019	9	21000001	22800000	1
OK019	9	22800001	33200000	1
OK019	9	33400001	75300000	2
OK019	9	75300001	76500000	2
OK019	9	76500001	89900000	2
OK019	9	89900001	91200000	2
OK019	9	91200001	1.41e+08	2
OK019	10	100001	1400000	2
OK019	10	1400001	3500000	2
OK019	10	3500001	6900000	2
OK019	10	6900001	2.2e+07	2
OK019	10	22000001	60800000	2
OK019	10	60800001	64600000	2
OK019	10	64600001	71300000	2
OK019	10	71300001	83500000	2
OK019	10	83500001	88700000	2
OK019	10	88700001	93600000	2
OK019	10	93600001	128600000	2
OK019	10	128600001	135400000	2
OK019	11	200001	9900000	2
OK019	11	9900001	20100000	2
OK019	11	20100001	22300000	2
OK019	11	22300001	25700000	2
OK019	11	25700001	26600000	2
OK019	11	26600001	28300000	2
OK019	11	28300001	31700000	2
OK019	11	31700001	32600000	2
OK019	11	32600001	34500000	2
OK019	11	34500001	35700000	2
OK019	11	35800001	3.8e+07	2
OK019	11	38000001	44900000	2
OK019	11	44900001	93800000	2
OK019	11	93800001	95700000	2
OK019	11	95700001	97400000	2
OK019	11	97400001	100700000	2
OK019	11	100700001	106800000	2
OK019	11	106800001	108200000	2
OK019	11	108200001	113300000	2
OK019	11	113300001	134800000	2
OK019	12	200001	26400000	2
OK019	12	26400001	29600000	2
OK019	12	29600001	31200000	2
OK019	12	31400001	33100000	2
OK019	12	33100001	39100000	2
OK019	12	39100001	4.3e+07	2
OK019	12	43000001	46400000	2
OK019	12	46400001	4.9e+07	2
OK019	12	49000001	84400000	2
OK019	12	84400001	93200000	2
OK019	12	93200001	105200000	2
OK019	12	105200001	1.07e+08	2
OK019	12	107000001	133800000	2
OK019	13	19400001	72500000	1
OK019	13	72500001	80700000	1
OK019	13	80700001	115169878	1
OK019	14	20400001	71700000	2
OK019	14	71700001	74900000	2
OK019	14	74900001	76700000	2
OK019	14	76700001	80400000	2
OK019	14	80400001	84300000	2
OK019	14	84300001	102100000	2
OK019	14	102100001	107300000	2
OK019	15	22800001	30400000	2
OK019	15	31100001	102400000	2
OK019	16	100001	5900000	2
OK019	16	5900001	7700000	2
OK019	16	7700001	29700000	2
OK019	16	29700001	77800000	2
OK019	16	77800001	79100000	2
OK019	16	79100001	82800000	2
OK019	16	82800001	87400000	2
OK019	16	87400001	90100000	2
OK019	17	1	8500000	1
OK019	17	8500001	14200000	1
OK019	17	14200001	81100000	1
OK019	18	200001	5300000	2
OK019	18	5300001	8500000	2
OK019	18	8500001	10600000	2
OK019	18	10700001	20100000	2
OK019	18	20100001	20600000	3
OK019	18	20600001	27800000	2
OK019	18	27800001	29100000	2
OK019	18	29100001	62900000	2
OK019	18	62900001	76800000	2
OK019	18	76800001	78077248	2
OK019	19	300001	59100000	2
OK019	20	1	10500000	2
OK019	20	10500001	11600000	2
OK019	20	11600001	55900000	2
OK019	20	56000001	60600000	2
OK019	20	60600001	62900000	2
OK019	21	15500001	20100000	2
OK019	21	20100001	26600000	2
OK019	21	26600001	48100000	2
OK019	22	17400001	51200000	2
OK020	1	900001	106100000	2
OK020	1	106100001	121300000	4
OK020	1	145400001	165800000	5
OK020	1	165800001	173500000	6
OK020	1	173500001	174500000	13
OK020	1	174600001	249200000	6
OK020	2	100001	69300000	5
OK020	2	69300001	8.9e+07	3
OK020	2	95600001	127200000	3
OK020	2	127200001	141700000	3
OK020	2	141700001	142800000	1
OK020	2	142800001	180300000	3
OK020	2	180300001	205800000	4
OK020	2	205800001	2.43e+08	1
OK020	3	100001	90200000	1
OK020	3	93600001	134600000	3
OK020	3	134600001	146500000	6
OK020	3	146500001	150800000	15
OK020	3	150800001	197800000	7
OK020	4	100001	2.2e+07	1
OK020	4	22000001	22300000	-1
OK020	4	22300001	28200000	1
OK020	4	28200001	54300000	2
OK020	4	54300001	57200000	3
OK020	4	57200001	114200000	2
OK020	4	114200001	1.21e+08	3
OK020	4	121000001	190800000	2
OK020	5	100001	3.2e+07	4
OK020	5	32000001	44800000	4
OK020	5	44800001	50800000	4
OK020	5	50800001	163300000	2
OK020	5	163300001	180700000	2
OK020	6	400001	46600000	3
OK020	6	46600001	48200000	1
OK020	6	48200001	52300000	6
OK020	6	52300001	53600000	8
OK020	6	53600001	57200000	13
OK020	6	57600001	170900000	2
OK020	7	1	56600000	3
OK020	7	64700001	68900000	2
OK020	7	68900001	7e+07	3
OK020	7	70000001	75400000	3
OK020	7	75400001	100100000	4
OK020	7	100100001	102100000	3
OK020	7	102400001	159100000	2
OK020	8	400001	30900000	1
OK020	8	30900001	51600000	1
OK020	8	51600001	1.28e+08	2
OK020	8	128000001	130800000	12
OK020	8	130800001	146200000	2
OK020	9	200001	1e+07	2
OK020	9	10000001	71100000	1
OK020	9	71100001	111400000	2
OK020	9	111400001	115800000	3
OK020	9	115800001	125600000	2
OK020	9	125600001	127700000	4
OK020	9	127700001	1.41e+08	3
OK020	10	100001	38500000	2
OK020	10	42900001	55100000	3
OK020	10	55100001	8.4e+07	2
OK020	10	84000001	135400000	2
OK020	11	200001	50200000	3
OK020	11	50200001	68300000	3
OK020	11	68300001	70500000	28
OK020	11	70500001	134800000	1
OK020	12	200001	45300000	4
OK020	12	45300001	46400000	9
OK020	12	46400001	49100000	16
OK020	12	49100001	133800000	3
OK020	13	19400001	26400000	1
OK020	13	26400001	45400000	2
OK020	13	45400001	5.3e+07	1
OK020	13	53200001	55600000	3
OK020	13	55600001	67300000	3
OK020	13	67300001	67800000	6
OK020	13	67800001	80500000	3
OK020	13	80500001	83200000	4
OK020	13	83200001	8.4e+07	3
OK020	13	84000001	9.3e+07	4
OK020	13	93000001	9.8e+07	5
OK020	13	98000001	9.9e+07	10
OK020	13	99000001	100400000	8
OK020	13	100400001	104200000	3
OK020	13	104200001	109400000	3
OK020	13	109400001	115169878	3
OK020	14	20400001	80100000	4
OK020	14	80100001	82200000	10
OK020	14	82200001	82900000	7
OK020	14	82900001	107300000	1
OK020	15	22800001	54600000	1
OK020	15	54600001	95600000	2
OK020	15	95600001	98800000	7
OK020	15	98800001	102400000	5
OK020	16	100001	90100000	2
OK020	17	1	72700000	3
OK020	17	72700001	81100000	4
OK020	18	200001	1e+06	4
OK020	18	1000001	2500000	3
OK020	18	2500001	4e+06	2
OK020	18	4000001	5100000	3
OK020	18	5100001	6400000	6
OK020	18	6400001	12700000	1
OK020	18	12700001	14100000	1
OK020	18	18600001	48100000	2
OK020	18	48100001	78077248	2
OK020	19	300001	23400000	2
OK020	19	28300001	59100000	3
OK020	20	1	62900000	2
OK020	21	15500001	48100000	1
OK020	22	17400001	51200000	2
OK021	1	900001	64600000	4
OK021	1	64600001	121300000	2
OK021	1	145400001	231500000	4
OK021	1	231600001	249200000	4
OK021	2	100001	8.9e+07	3
OK021	2	95600001	131200000	1
OK021	2	131500001	195800000	3
OK021	2	195800001	196100000	6
OK021	2	196100001	228300000	3
OK021	2	228300001	2.43e+08	1
OK021	3	100001	19400000	2
OK021	3	19400001	90200000	2
OK021	3	93600001	197800000	4
OK021	4	100001	180500000	2
OK021	4	180500001	182100000	0
OK021	4	182100001	190800000	2
OK021	5	100001	45900000	5
OK021	5	49600001	54300000	8
OK021	5	54400001	180700000	2
OK021	6	400001	63500000	2
OK021	6	63600001	170900000	2
OK021	7	1	6800000	3
OK021	7	7100001	65500000	4
OK021	7	65500001	7.6e+07	3
OK021	7	76800001	159100000	3
OK021	8	400001	43300000	3
OK021	8	48000001	146200000	6
OK021	9	200001	1.41e+08	2
OK021	10	100001	1.1e+07	1
OK021	10	11000001	29500000	2
OK021	10	29500001	34200000	3
OK021	10	34200001	4.3e+07	2
OK021	10	43000001	77300000	3
OK021	10	77300001	77900000	0
OK021	10	77900001	127100000	3
OK021	10	127100001	135400000	2
OK021	11	200001	68800000	2
OK021	11	68800001	7.1e+07	17
OK021	11	71000001	76800000	8
OK021	11	76800001	79700000	6
OK021	11	79700001	8.1e+07	10
OK021	11	81000001	82800000	2
OK021	11	82900001	83500000	10
OK021	11	83500001	134800000	2
OK021	12	200001	108600000	4
OK021	12	108600001	133800000	3
OK021	13	19400001	75700000	1
OK021	13	75700001	115169878	2
OK021	14	20400001	107300000	5
OK021	15	22800001	102400000	3
OK021	16	100001	90100000	3
OK021	17	1	81100000	3
OK021	18	200001	3100000	3
OK021	18	3100001	6800000	9
OK021	18	6800001	78077248	3
OK021	19	300001	59100000	2
OK021	20	1	62900000	3
OK021	21	15500001	20900000	2
OK021	21	20900001	25200000	3
OK021	21	25200001	25800000	-1
OK021	21	25800001	48100000	3
OK021	22	17400001	51200000	3
OK022	1	900001	121300000	2
OK022	1	145400001	157900000	5
OK022	1	157900001	249200000	4
OK022	2	100001	39700000	4
OK022	2	39700001	40200000	2
OK022	2	40200001	8.1e+07	4
OK022	2	81000001	81400000	5
OK022	2	81400001	95700000	4
OK022	2	95700001	101100000	3
OK022	2	101100001	134700000	4
OK022	2	134700001	231300000	2
OK022	2	231300001	2.43e+08	2
OK022	3	100001	28700000	2
OK022	3	28700001	32200000	1
OK022	3	32200001	90200000	2
OK022	3	93600001	197800000	4
OK022	4	100001	4.9e+07	2
OK022	4	52700001	190800000	2
OK022	5	100001	40700000	2
OK022	5	40700001	49800000	3
OK022	5	49800001	50900000	2
OK022	5	50900001	5.6e+07	4
OK022	5	56000001	58200000	3
OK022	5	58300001	84100000	2
OK022	5	84100001	85400000	3
OK022	5	85400001	180700000	2
OK022	6	400001	170900000	3
OK022	7	1	56400000	4
OK022	7	56500001	65400000	3
OK022	7	65400001	70100000	3
OK022	7	70100001	73100000	3
OK022	7	73100001	73900000	2
OK022	7	73900001	159100000	2
OK022	8	400001	17700000	3
OK022	8	17700001	22300000	2
OK022	8	22300001	23400000	2
OK022	8	23400001	43300000	2
OK022	8	48000001	143700000	3
OK022	8	143700001	146200000	3
OK022	9	200001	38700000	4
OK022	9	38700001	138900000	2
OK022	9	139000001	1.41e+08	3
OK022	10	100001	38500000	2
OK022	10	42900001	118100000	2
OK022	10	118100001	129400000	2
OK022	10	129400001	135400000	2
OK022	11	200001	34900000	3
OK022	11	34900001	3.6e+07	4
OK022	11	36000001	4.4e+07	3
OK022	11	44000001	50300000	2
OK022	11	55100001	102700000	3
OK022	11	102700001	134800000	2
OK022	12	200001	99900000	3
OK022	12	99900001	100500000	2
OK022	12	100600001	119300000	3
OK022	12	119300001	126200000	4
OK022	12	126200001	130500000	3
OK022	12	130500001	133800000	4
OK022	13	19400001	115169878	2
OK022	14	20400001	22300000	2
OK022	14	22300001	2.3e+07	1
OK022	14	23000001	107300000	2
OK022	15	22800001	76700000	2
OK022	15	76700001	77100000	1
OK022	15	77100001	102400000	2
OK022	16	100001	10500000	2
OK022	16	10500001	13600000	3
OK022	16	13600001	15200000	2
OK022	16	15500001	28900000	3
OK022	16	28900001	34400000	3
OK022	16	46600001	55600000	1
OK022	16	55600001	90100000	2
OK022	17	1	81100000	2
OK022	18	200001	78077248	3
OK022	19	300001	4300000	2
OK022	19	4300001	21100000	3
OK022	19	23300001	59100000	2
OK022	20	1	6.1e+07	2
OK022	20	61000001	62900000	4
OK022	21	15500001	48100000	3
OK022	22	17400001	51200000	2
OK023	1	900001	249200000	2
OK023	2	100001	2.43e+08	2
OK023	3	100001	90200000	1
OK023	3	93600001	197800000	3
OK023	4	100001	190800000	2
OK023	5	100001	180700000	2
OK023	6	400001	170900000	2
OK023	7	1	66400000	2
OK023	7	66800001	75400000	2
OK023	7	75400001	159100000	2
OK023	8	400001	36300000	2
OK023	8	36300001	146200000	2
OK023	9	200001	21400000	0
OK023	9	21400001	22200000	-2
OK023	9	22200001	1.41e+08	0
OK023	10	100001	135400000	2
OK023	11	200001	134800000	2
OK023	12	200001	133800000	2
OK023	13	19400001	115169878	2
OK023	14	20400001	107300000	1
OK023	15	22800001	102400000	2
OK023	16	100001	90100000	2
OK023	17	1	81100000	2
OK023	18	200001	78077248	2
OK023	19	300001	59100000	2
OK023	20	1	62900000	3
OK023	21	15500001	23500000	2
OK023	21	23500001	25700000	2
OK023	21	25700001	31700000	3
OK023	21	31700001	48100000	2
OK023	22	17400001	51200000	2
OK024	1	900001	110300000	2
OK024	1	110300001	112400000	3
OK024	1	112400001	249200000	2
OK024	2	100001	2.43e+08	2
OK024	3	100001	197800000	2
OK024	4	100001	190800000	2
OK024	5	100001	180700000	2
OK024	6	400001	170900000	2
OK024	7	1	66400000	2
OK024	7	66800001	75900000	1
OK024	7	75900001	159100000	2
OK024	8	400001	146200000	2
OK024	9	200001	1.41e+08	2
OK024	10	100001	135400000	2
OK024	11	200001	134800000	2
OK024	12	200001	133800000	2
OK024	13	19400001	115169878	2
OK024	14	20400001	22300000	3
OK024	14	22300001	2.3e+07	-1
OK024	14	23000001	107300000	2
OK024	15	22800001	102400000	2
OK024	16	100001	90100000	2
OK024	17	1	81100000	2
OK024	18	200001	78077248	2
OK024	19	300001	59100000	2
OK024	20	1	62900000	2
OK024	21	15500001	48100000	2
OK024	22	17400001	51200000	2
OK025	1	900001	121300000	1
OK025	1	145400001	236400000	3
OK025	1	236400001	2.43e+08	2
OK025	1	243400001	249200000	2
OK025	2	100001	141300000	1
OK025	2	141300001	142300000	0
OK025	2	142300001	155300000	1
OK025	2	155300001	187200000	2
OK025	2	187200001	190400000	2
OK025	2	190500001	2.43e+08	1
OK025	3	100001	4600000	1
OK025	3	4600001	7400000	2
OK025	3	7400001	60400000	2
OK025	3	60400001	60800000	0
OK025	3	60800001	90200000	1
OK025	3	93600001	151200000	3
OK025	3	151200001	152200000	4
OK025	3	152200001	197800000	3
OK025	4	100001	190800000	1
OK025	5	100001	1e+06	2
OK025	5	1000001	59800000	2
OK025	5	59800001	60500000	1
OK025	5	60500001	128500000	2
OK025	5	128500001	129300000	1
OK025	5	129300001	176700000	1
OK025	5	176700001	180700000	2
OK025	6	400001	26600000	2
OK025	6	26600001	29100000	2
OK025	6	29100001	31800000	3
OK025	6	31800001	32300000	1
OK025	6	32300001	170900000	2
OK025	7	1	6600000	1
OK025	7	6600001	66400000	2
OK025	7	66800001	7.6e+07	1
OK025	7	76800001	159100000	2
OK025	8	400001	43300000	1
OK025	8	48000001	61800000	1
OK025	8	61800001	66500000	2
OK025	8	66500001	134200000	4
OK025	8	134200001	140800000	4
OK025	8	140800001	141300000	2
OK025	8	141300001	146200000	4
OK025	9	200001	35100000	2
OK025	9	35100001	1.41e+08	1
OK025	10	100001	34500000	1
OK025	10	34500001	3.5e+07	0
OK025	10	35000001	135400000	1
OK025	11	200001	8800000	2
OK025	11	8800001	11200000	1
OK025	11	11200001	134800000	2
OK025	12	200001	5e+06	4
OK025	12	5000001	108600000	3
OK025	12	108600001	113700000	3
OK025	12	113700001	117300000	3
OK025	12	117300001	124600000	3
OK025	12	124600001	125600000	6
OK025	12	125600001	133800000	0
OK025	13	19400001	104400000	2
OK025	13	104400001	115169878	2
OK025	14	20400001	22500000	2
OK025	14	22500001	2.3e+07	0
OK025	14	23000001	85100000	2
OK025	14	85100001	107300000	1
OK025	15	22800001	102400000	2
OK025	16	100001	90100000	1
OK025	17	1	81100000	1
OK025	18	200001	45100000	2
OK025	18	45100001	68200000	3
OK025	18	68200001	78077248	1
OK025	19	300001	5e+07	2
OK025	19	50000001	50400000	1
OK025	19	50400001	59100000	2
OK025	20	1	62900000	1
OK025	21	15500001	48100000	2
OK025	22	17400001	4.4e+07	1
OK025	22	44000001	51200000	3
OK026	1	900001	103600000	0
OK026	1	103600001	121300000	-Inf
OK026	1	145400001	249200000	0
OK026	2	100001	40600000	0
OK026	2	40600001	199300000	0
OK026	2	199300001	2.39e+08	0
OK026	2	239100001	2.43e+08	0
OK026	3	100001	84900000	0
OK026	3	84900001	85600000	Inf
OK026	3	85600001	90200000	0
OK026	3	93600001	113900000	0
OK026	3	113900001	118100000	0
OK026	3	118100001	197800000	0
OK026	4	100001	7e+06	0
OK026	4	7000001	55600000	0
OK026	4	55600001	190800000	0
OK026	5	100001	58200000	0
OK026	5	58300001	180700000	0
OK026	6	400001	170900000	0
OK026	7	1	115500000	0
OK026	7	115500001	159100000	0
OK026	8	400001	2500000	-Inf
OK026	8	2500001	23400000	0
OK026	8	23400001	35400000	0
OK026	8	35400001	51900000	0
OK026	8	51900001	9.4e+07	0
OK026	8	94000001	146200000	0
OK026	9	200001	71300000	0
OK026	9	71300001	1.41e+08	0
OK026	10	100001	135400000	0
OK026	11	200001	42800000	0
OK026	11	42800001	1.25e+08	0
OK026	11	125000001	134800000	0
OK026	12	200001	133800000	0
OK026	13	19400001	58900000	0
OK026	13	58900001	115169878	0
OK026	14	20400001	107300000	0
OK026	15	22800001	102400000	0
OK026	16	100001	90100000	0
OK026	17	1	42400000	0
OK026	17	42400001	49500000	0
OK026	17	49500001	81100000	0
OK026	18	200001	78077248	0
OK026	19	300001	59100000	0
OK026	20	1	1700000	0
OK026	20	1700001	12900000	0
OK026	20	12900001	62900000	0
OK026	21	15500001	48100000	0
OK026	22	17400001	51200000	0
OK027	1	900001	36700000	2
OK027	1	36700001	38200000	5
OK027	1	38200001	174900000	2
OK027	1	174900001	2.46e+08	3
OK027	1	246000001	246100000	2
OK027	1	246100001	246500000	2
OK027	1	246500001	249200000	3
OK027	2	100001	168800000	2
OK027	2	168800001	169500000	1
OK027	2	169500001	2.43e+08	2
OK027	3	100001	90200000	1
OK027	3	93600001	130600000	3
OK027	3	130600001	147600000	2
OK027	3	147600001	197800000	3
OK027	4	100001	190800000	2
OK027	5	100001	32600000	5
OK027	5	32600001	45900000	5
OK027	5	49600001	180700000	1
OK027	6	400001	20800000	2
OK027	6	20800001	21100000	1
OK027	6	21100001	21200000	1
OK027	6	21200001	170900000	2
OK027	7	1	7500000	5
OK027	7	7500001	8400000	3
OK027	7	8400001	14900000	1
OK027	7	14900001	15700000	2
OK027	7	15700001	28400000	1
OK027	7	28400001	3.1e+07	3
OK027	7	31000001	48200000	1
OK027	7	48200001	56600000	1
OK027	7	64700001	67100000	4
OK027	7	67100001	72900000	1
OK027	7	72900001	121500000	1
OK027	7	121500001	133100000	1
OK027	7	133100001	133600000	-1
OK027	7	133600001	159100000	1
OK027	8	400001	1.6e+07	0
OK027	8	16100001	19100000	3
OK027	8	19100001	26100000	2
OK027	8	26100001	28100000	3
OK027	8	28100001	29300000	2
OK027	8	29400001	3.1e+07	3
OK027	8	31000001	33100000	2
OK027	8	33100001	36500000	1
OK027	8	36500001	37100000	4
OK027	8	37100001	113800000	2
OK027	8	113800001	146200000	3
OK027	9	200001	38800000	1
OK027	9	71000001	1.41e+08	2
OK027	10	100001	38500000	1
OK027	10	42900001	135400000	2
OK027	11	200001	48300000	1
OK027	11	49900001	57200000	2
OK027	11	57200001	64200000	3
OK027	11	64200001	69500000	6
OK027	11	69500001	70900000	17
OK027	11	70900001	74700000	4
OK027	11	74700001	101700000	6
OK027	11	101700001	102500000	50
OK027	11	102600001	134800000	1
OK027	12	200001	99400000	2
OK027	12	99400001	1e+08	3
OK027	12	100000001	133800000	2
OK027	13	19400001	67800000	1
OK027	13	67800001	115169878	2
OK027	14	20400001	107300000	2
OK027	15	22800001	102400000	2
OK027	16	100001	90100000	2
OK027	17	1	58800000	2
OK027	17	58800001	59400000	1
OK027	17	59400001	81100000	2
OK027	18	200001	21600000	2
OK027	18	21600001	78077248	1
OK027	19	300001	14900000	1
OK027	19	14900001	20700000	1
OK027	19	21000001	33400000	2
OK027	19	33400001	59100000	2
OK027	20	1	1.2e+07	3
OK027	20	12000001	62900000	2
OK027	21	15500001	48100000	2
OK027	22	17400001	51200000	2
OK028	1	900001	249200000	2
OK028	2	100001	2.43e+08	2
OK028	3	100001	114300000	2
OK028	3	114300001	180300000	2
OK028	3	180300001	197800000	2
OK028	4	100001	4.9e+07	2
OK028	4	52700001	190800000	2
OK028	5	100001	49800000	2
OK028	5	49800001	180700000	2
OK028	6	400001	170900000	2
OK028	7	1	6.7e+07	2
OK028	7	67000001	72800000	2
OK028	7	72800001	114800000	2
OK028	7	114800001	159100000	2
OK028	8	400001	3700000	2
OK028	8	3700001	6e+06	3
OK028	8	6000001	14700000	2
OK028	8	14700001	49100000	2
OK028	8	49100001	50200000	3
OK028	8	50200001	83500000	2
OK028	8	83500001	112100000	2
OK028	8	112100001	146200000	2
OK028	9	200001	95200000	2
OK028	9	95200001	1.41e+08	2
OK028	10	100001	135400000	2
OK028	11	200001	23200000	2
OK028	11	23200001	134800000	2
OK028	12	200001	133800000	2
OK028	13	19400001	69200000	2
OK028	13	69200001	115169878	2
OK028	14	20400001	107300000	2
OK028	15	22800001	102400000	2
OK028	16	100001	4.8e+07	2
OK028	16	48000001	90100000	2
OK028	17	1	38200000	2
OK028	17	38200001	81100000	2
OK028	18	200001	14100000	2
OK028	18	18600001	78077248	2
OK028	19	300001	59100000	2
OK028	20	1	11700000	2
OK028	20	11700001	26200000	2
OK028	20	29900001	30500000	3
OK028	20	30500001	62900000	2
OK028	21	15500001	48100000	2
OK028	22	17400001	51200000	2
OK029	1	900001	89300000	2
OK029	1	89300001	90300000	3
OK029	1	90300001	121300000	2
OK029	1	145400001	195700000	3
OK029	1	195700001	236200000	3
OK029	1	236300001	249200000	3
OK029	2	100001	122500000	3
OK029	2	122500001	2.43e+08	2
OK029	3	100001	62400000	2
OK029	3	62400001	110500000	2
OK029	3	110500001	124600000	3
OK029	3	124600001	197800000	3
OK029	4	100001	33900000	1
OK029	4	33900001	53500000	2
OK029	4	53500001	55200000	3
OK029	4	55200001	6.2e+07	2
OK029	4	62000001	63500000	2
OK029	4	63500001	182300000	2
OK029	4	182300001	183300000	1
OK029	4	183300001	185800000	2
OK029	4	185800001	190800000	1
OK029	5	100001	3.2e+07	3
OK029	5	32000001	50100000	3
OK029	5	50100001	180700000	2
OK029	6	400001	26600000	2
OK029	6	26600001	29600000	1
OK029	6	29600001	49800000	2
OK029	6	49800001	55900000	3
OK029	6	55900001	161600000	2
OK029	6	161600001	170900000	2
OK029	7	1	5500000	2
OK029	7	5500001	66400000	3
OK029	7	66800001	69100000	2
OK029	7	69100001	70300000	2
OK029	7	70300001	72900000	2
OK029	7	72900001	7.6e+07	2
OK029	7	76800001	110200000	3
OK029	7	110200001	131200000	3
OK029	7	131200001	159100000	2
OK029	8	400001	4800000	1
OK029	8	4800001	103200000	2
OK029	8	103200001	135900000	3
OK029	8	135900001	141500000	2
OK029	8	141500001	145100000	3
OK029	8	145100001	146200000	2
OK029	9	200001	20100000	3
OK029	9	20100001	22800000	3
OK029	9	22800001	38400000	3
OK029	9	38400001	126100000	2
OK029	9	126100001	1.41e+08	3
OK029	10	100001	127800000	2
OK029	10	127800001	135400000	2
OK029	11	200001	62300000	2
OK029	11	62300001	6.5e+07	3
OK029	11	65000001	6.9e+07	4
OK029	11	69000001	71300000	5
OK029	11	71700001	134800000	2
OK029	12	200001	88400000	3
OK029	12	88400001	94900000	3
OK029	12	94900001	133800000	2
OK029	13	19400001	24200000	1
OK029	13	24200001	40100000	2
OK029	13	40100001	43700000	2
OK029	13	43700001	48600000	2
OK029	13	48600001	53300000	2
OK029	13	53300001	115169878	2
OK029	14	20400001	107300000	2
OK029	15	22800001	30400000	2
OK029	15	31100001	102400000	2
OK029	16	100001	90100000	2
OK029	17	1	8900000	2
OK029	17	8900001	15900000	2
OK029	17	15900001	35400000	2
OK029	17	35400001	72600000	2
OK029	17	72600001	81100000	2
OK029	18	200001	5800000	3
OK029	18	5800001	8500000	2
OK029	18	8500001	12200000	3
OK029	18	12200001	78077248	2
OK029	19	300001	32800000	2
OK029	19	32800001	36700000	3
OK029	19	36900001	37700000	2
OK029	19	37800001	46200000	4
OK029	19	46200001	59100000	2
OK029	20	1	62900000	2
OK029	21	15500001	48100000	2
OK029	22	17400001	51200000	2
OK030	1	900001	99800000	2
OK030	1	99900001	120500000	-1
OK030	1	121200001	170500000	3
OK030	1	170500001	188500000	-1
OK030	1	188500001	189700000	6
OK030	1	189700001	236100000	2
OK030	1	236100001	249200000	2
OK030	2	100001	2.43e+08	1
OK030	3	100001	90200000	-1
OK030	3	93600001	187400000	2
OK030	3	187400001	190900000	3
OK030	3	190900001	197800000	2
OK030	4	100001	21200000	-1
OK030	4	21200001	4.9e+07	0
OK030	4	52700001	87300000	2
OK030	4	87300001	190800000	4
OK030	5	100001	175300000	2
OK030	5	175500001	1.77e+08	-2
OK030	5	177400001	180700000	2
OK030	6	400001	18700000	4
OK030	6	18700001	25100000	4
OK030	6	25100001	57200000	5
OK030	6	57600001	63300000	2
OK030	6	63300001	170900000	-1
OK030	7	1	66400000	2
OK030	7	66800001	69100000	1
OK030	7	69100001	70200000	2
OK030	7	70200001	7.2e+07	1
OK030	7	72700001	159100000	2
OK030	8	400001	49200000	2
OK030	8	49200001	50400000	16
OK030	8	50400001	5.1e+07	6
OK030	8	51100001	101900000	2
OK030	8	101900001	1.35e+08	6
OK030	8	135000001	141400000	5
OK030	8	141400001	146200000	6
OK030	9	200001	1.41e+08	1
OK030	10	100001	3200000	8
OK030	10	3200001	5600000	10
OK030	10	5600001	16700000	7
OK030	10	16700001	38500000	4
OK030	10	42900001	6.2e+07	1
OK030	10	62000001	62300000	-3
OK030	10	62300001	135400000	0
OK030	11	200001	59700000	1
OK030	11	59700001	80200000	3
OK030	11	80200001	134800000	-1
OK030	12	200001	4400000	6
OK030	12	4400001	88100000	2
OK030	12	88100001	93300000	3
OK030	12	93300001	125500000	2
OK030	12	125500001	133800000	1
OK030	13	19400001	115169878	-1
OK030	14	20400001	23700000	-2
OK030	14	23700001	49100000	0
OK030	14	49100001	107300000	3
OK030	15	22800001	29900000	0
OK030	15	29900001	7.2e+07	1
OK030	15	72000001	72400000	-3
OK030	15	72400001	97400000	0
OK030	15	97400001	102400000	3
OK030	16	100001	72300000	2
OK030	16	72300001	7.3e+07	-1
OK030	16	73000001	90100000	2
OK030	17	1	44300000	1
OK030	17	44800001	57900000	3
OK030	17	57900001	81100000	1
OK030	18	200001	78077248	-1
OK030	19	300001	23400000	0
OK030	19	28300001	59100000	-1
OK030	20	1	14800000	2
OK030	20	14800001	15100000	-2
OK030	20	15100001	62900000	2
OK030	21	15500001	2e+07	3
OK030	21	20000001	26600000	2
OK030	21	26600001	48100000	3
OK030	22	17400001	21100000	-1
OK030	22	21100001	51200000	1
OK031	1	900001	149200000	2
OK031	1	149900001	236500000	4
OK031	1	236500001	249200000	4
OK031	2	100001	9800000	2
OK031	2	9800001	73100000	4
OK031	2	73100001	84400000	2
OK031	2	84400001	85300000	4
OK031	2	85300001	1.19e+08	2
OK031	2	119000001	141500000	1
OK031	2	141500001	142300000	-1
OK031	2	142300001	152500000	1
OK031	2	152500001	174200000	1
OK031	2	174200001	190200000	2
OK031	2	190200001	192200000	4
OK031	2	192200001	199800000	4
OK031	2	199800001	202700000	2
OK031	2	202700001	2.43e+08	1
OK031	3	100001	90200000	1
OK031	3	93600001	139700000	2
OK031	3	139700001	197800000	4
OK031	4	100001	4.9e+07	2
OK031	4	52700001	54300000	3
OK031	4	54300001	190800000	1
OK031	5	100001	1700000	7
OK031	5	1700001	4600000	5
OK031	5	4600001	12100000	5
OK031	5	12100001	26200000	5
OK031	5	26300001	45900000	5
OK031	5	49600001	49900000	3
OK031	5	50000001	54500000	2
OK031	5	54500001	104700000	2
OK031	5	104700001	146400000	2
OK031	5	146400001	149200000	4
OK031	5	149200001	177500000	3
OK031	5	177500001	180700000	4
OK031	6	400001	8100000	2
OK031	6	8100001	87700000	1
OK031	6	87700001	1.25e+08	1
OK031	6	125000001	126100000	3
OK031	6	126100001	170900000	1
OK031	7	1	6800000	2
OK031	7	7100001	18800000	2
OK031	7	18800001	66900000	2
OK031	7	66900001	69100000	1
